Contract #,Business Size,Schedule,Site,Begin Date,End Date,SIN,Vendor Name,Labor Category,education Level,Minimum Years Experience,Current Year Labor Price,Next Year Labor Price,Second Year Labor Price
GS-00F-426GA,small business,Consolidated,Both,9/25/17,9/24/22,"541-1, 541-2, 541-3, 541-4B, 541-5, 874-1, 874-7, C132-51","Show Me Quality Consulting, LLC ",Quality Engineer,Bachelors,6,114.23,117.09,120.01
47QRAA18D000B,small business,Consolidated,Contractor,10/20/17,10/19/22,"874 1, 874 7","OPERATIONAL INTELLIGENCE, LLC",Engineer - Level II,Bachelors,5,114.23,117.09,120.02
GS-10F-0112P,small business,MOBIS,Both,12/8/03,12/7/23,"874-1, 00CORP 500","Micro Systems Integration, Inc.",Middle Staff,Bachelors,5,114.24,116.64,119.09
GS-00F-050GA,small business,Consolidated,Both,11/30/16,11/29/21,874-1/RC & 874-4/RC,TECHINT SOLUTIONS GROUP LLC,Intelligence Analyst,Bachelors,7,114.25,116.53,118.86
47QRAA18D003X,other than small business,Consolidated,Contractor,1/25/18,1/24/23,871-1; 871-2; 871-6; 874-1; 874-7,"CNA Corporation, The",Research Associate,Bachelors,5,114.26,114.26,116.54
47QRAA21D002B,small business,MAS Consolidated,Both,2/4/21,2/3/26,"541611, 541613, 541810, 541850, 541910, 561920, 541511",NOVA RESEARCH COMPANY,Public Health Analyst III,Masters,7,114.26,117.12,120.04
GS-00F-0082M,small business,MAS Consolidated,Both,1/1/20,7/28/22,"541611, 541613, 541810, 541820, 541910, 561920, 54151S, 541511",Nova Research Company,Interview Developer II,Bachelors,5,114.26,117.12,120.04
GS-00F-0082M,small business,MAS Consolidated,Both,1/1/20,7/28/22,"541611, 541910, 54151S",Nova Research Company,Biostatistician II,Masters,5,114.26,117.12,120.04
GS-00F-0082M,small business,MAS Consolidated,Both,1/1/20,7/28/22,"541611, 541613, 541810, 541850, 541910, 561920, 541511",Nova Research Company,Public Health Analyst III,Masters,7,114.26,117.12,120.04
GS-23F-056BA,small business,FABS,Contractor,9/5/14,9/4/24,"874-1, 874-4, 874-6, 874-7",Native American Technology Corp.,Program Analyst II,Bachelors,6,114.27,114.27,114.27
47QRAA18D00G9,small business,Consolidated,Both,9/24/18,9/23/23,"874-1
C132-51",Index Analytics LLC,MicroStrategy/Business Intelligence (BI) Developer III (MicroStrategy Developer III),Bachelors,6,114.28,116.68,119.13
GS-00F-0035N,other than small business,Consolidated,Contractor,2/1/03,5/29/22,"871-1, 871-1R, 871-2, 871-2R,871-3, 871-3R, 871-4, 871-4R, 871-5, 871-5R, 871-6, 871-6R,","Epsilon System Solutions, Inc.",Computer Engineer Analyst II,Bachelors,7,114.31,117.28,120.33
GS-00F-0035N,other than small business,Consolidated,Contractor,2/1/03,5/29/22,"871-1, 871-1R, 871-2, 871-2R,871-3, 871-3R, 871-4, 871-4R, 871-5, 871-5R, 871-6, 871-6R,","Epsilon System Solutions, Inc.",Computer Engineer/Analyst II,Bachelors,7,114.31,117.28,120.33
47QRAA18D007R,small business,Consolidated,Customer,4/9/18,4/8/23,132-51,"ABACO STRATEGY, LLC",Applications Systems Developer III,Bachelors,5,114.33,116.73,119.18
GS-10F-0502X,other than small business,PES,Both,9/29/11,9/28/21,"871-1, 2, 3, 4, 5, 6, 7","Grove Resource Solutions, Inc. (d.b.a.) Grsi",Sr. Computer Scientist I,Bachelors,6,114.34,116.51,
GS23F0092R,small business,MAS Consolidated,Both,1/28/20,1/27/25,561920,MICHAEL J. GIUFFRIDA & ASSOCIATES INC.,Associate Principal,Bachelors,7,114.34,117.77,121.3
47QRAA18D002N,small business,Consolidated,Both,12/21/17,12/20/22,"847-7, 520-7, 520-3, 520-8, 520-12, 520-11","CRISIS1, LLC",Quality Assurance Manager,Bachelors,5,114.34,116.74,119.19
47QTCA19D00J7,small business,IT Schedule 70,Both,8/16/19,8/15/24,132 40,"KIKODA, LLC",Cloud Architect - Advanced,Bachelors,6,114.35,117.21,120.14
47QRAA20D001S,other than small business,Consolidated,Customer,11/20/19,11/19/24,"520-21, 871-1, 871-2, 871-3, 871-5, 871-7, 874-501, 874-503, 874-504, 874-507","Bluewater Federal Solutions, Inc.",Quality Specialist IV,Bachelors,6,114.36,116.76,119.21
47QTCA19D00DG,small business,IT Schedule 70,Both,6/11/19,6/11/24,132-56,INTEROP-ISHPI JV LLC,Medical IT HBSS Engineer - Senior,Bachelors,7,114.37,117.23,120.16
47QTCA19D00DG,small business,IT Schedule 70,Both,6/11/19,6/11/24,132-51,INTEROP-ISHPI JV LLC,HBSS Engineer - Senior,Bachelors,7,114.37,117.23,120.16
GS-00F-375GA,small business,Consolidated,Contractor,9/8/17,9/7/22,541-5,"Mind & Media, Inc.",Graphics Specialist III,Bachelors,7,114.4,114.4,114.4
47QSMA18D08PU,small business,36_Office_Imaging_Document,Both,4/26/18,4/25/23,51 600,"Armedia, LLC",Application Developer III,Bachelors,5,114.42,,
GS-23F-0233N,small business,AIMS,Both,5/9/03,5/8/23,"541-2, 541-5",Woodward Communications Inc,"Project Director ""C""",Bachelors,6,114.42,117.74,121.15
GS-00F-005CA,other than small business,Consolidated,Contractor,12/12/14,12/11/24,C899-1/RC; C899-3/RC; C899-8/RC,"Resource Management Concepts, Inc.",Hazardous Materials/Waste Specialist,Bachelors,5,114.42,,
GS-00F-124GA,small business,Consolidated,Both,2/28/17,2/27/22,"520-8, 520-11, 520-12, 520-13, 520-15, 520-17, 520-21, 871-1, 871-2, 871-3, 871-4, 871-5, 871-6, 874-6","Escience And Technology Solutions, Incorporated ",Manager II,Bachelors,5,114.44,116.73,119.07
GS00F355CA,other than small business,MAS Consolidated,Both,9/26/20,9/25/25,"541330ENG,541715",PEERLESS TECHNOLOGIES CORPORATION,Acquisition Management III,Bachelors,5,114.46,114.46,114.46
GS-10F-0051T,small business,MOBIS,Contractor,11/13/06,11/12/21,871-1,"Client Solution Architects, LLC",Project Manager,Bachelors,5,114.46,117.32,120.25
GS-00F-278GA,other than small business,Consolidated,Customer,7/17/17,7/16/22,871 2; 3 and 4,"HAWK INSTITUTE FOR SPACE SCIENCES, LLC ",Laser Communications Engineer Sr,Bachelors,7,114.47,117.11,119.8
47QRAA19D001P,small business,Consolidated,Both,12/5/18,12/4/23,"874-1,  874-7","SANAMETRIX, INC.",Survey Sampling Statistician,Bachelors,6,114.47,117.33,120.27
47QRAA20D001P,small business,Consolidated,Customer,11/20/19,11/19/24,"871-1, 871-2, 871-3, 871-4, 871-5, 871-6, 871-7,871-1RC, 871-2RC, 871-3RC, 871-4RC, 871-5RC, 871-6RC, 871-7RC","Genco Systems, Inc.",IV&V Engineer I,Bachelors,5,114.47,116.76,119.09
GS35F375DA,small business,IT Schedule 70,Contractor,6/21/16,6/20/21,132-51,"Agiliko, LLC",Project Manager II,Bachelors,5,114.49,114.49,114.49
GS-35F-003HA,small business,IT Schedule 70,Contractor,10/1/17,9/30/22,132-51,Platinum Networks LLC,"Installation Specialist / Responsibilities include supervision of installation/field technicians. Organizes and directs network installations and onsite surveys. Analyzes, and designs communication and network components and local and wide area networks. Must have experience and be familiar with engineering documentation, network configurations, frames, relays, bridges, and routers. Directs and leads preparation of information technology plans and site installation technical designs. Also develops installation schedules. Coordinates post-installation operations and maintenance support",Bachelors,5,114.49,114.49,114.49
47QRAA18D00DH,small business,Consolidated,Both,8/6/18,8/5/23,"899-1, 899-3, 899-7","Solv, LLC",Environmental Professional II,Bachelors,6,114.5,116.9,119.36
GS-00F-055GA,small business,Consolidated,Both,12/1/16,11/30/21,"874-1, 874-6, 874-7",DAVIS RESEARCH LLC,Business Analyst III,Bachelors,7,114.5,116.67,118.89
47QTCA20D0036,small business,IT Schedule 70,Contractor,12/16/19,12/15/24,132-51,"I Link Solutions, Inc.",Information System Security Analyst,Bachelors,5,114.53,114.53,114.53
47QTCA20D0036,small business,IT Schedule 70,Contractor,12/16/19,12/15/24,132-51,"I Link Solutions, Inc.",Development Operations Engineer (DevOps) I,Bachelors,5,114.53,114.53,114.53
47QTCA19D00DW,small business,IT Schedule 70,Contractor,6/18/19,6/18/24,132-51,"SEMPER VALENS SOLUTIONS, INC.",Database Administrator IV,Bachelors,7,114.54,116.91,119.33
47QRAA19D001S,other than small business,Consolidated,Both,12/7/18,12/6/23,874-1 874-6 874-7,"Valador, Inc.",Technical Writer,Bachelors,5,114.55,117.07,119.64
GS-00F-219GA,small business,Consolidated,Contractor,6/15/17,6/14/22,"871-4, 871-5","Man-machines Systems Assessment (msa), Inc. (d.b.a.) Msa","Systems Engineer, Level III",Masters,5,114.56,116.51,118.49
GS-00F-0002M,small business,Consolidated,Customer,10/1/01,9/30/21,"871-1, 871-1R, 871-2, 871-2R,871-3, 871-3R, 871-4, 871-4R, 871-5, 871-5R, 871-6, 871-6R,","Pacific Western Technologies, LTD",Electrical Engineer V,Masters,6,114.56,118.23,
GS-00F-0002M,small business,Consolidated,Customer,10/1/01,9/30/21,"871-1, 871-1R, 871-2, 871-2R,871-3, 871-3R, 871-4, 871-4R, 871-5, 871-5R, 871-6, 871-6R,","Pacific Western Technologies, LTD",Senior Acquisition Specialist/Analyst,Bachelors,5,114.56,118.23,
GS-00F-0002M,small business,Consolidated,Customer,10/1/01,9/30/21,"871-1, 871-1R, 871-2, 871-2R,871-3, 871-3R, 871-4, 871-4R, 871-5, 871-5R, 871-6, 871-6R,","Pacific Western Technologies, LTD",Senior Technical Training Specialist,Bachelors,6,114.56,118.23,
GS-23F-0277L,small business,PES,Customer,9/6/01,9/5/21,"871-1, 871-1RC, 871-2, 871-2RC,
871-3, 871-3RC, 871-4, 871- 4RC,
871-5, 871- 5RC, 871-6, 871- 6RC, 874-1, 874-1RC, 874-6, 874-6RC, 874-7, 874-7RC","Windmill International, Inc.",Lead IDE Management Specialist,Bachelors,5,114.58,114.58,
GS-10F-0034U,small business,PES,Customer,11/8/07,11/7/22,874 6 and 00CORP 500,"Vision Centric, Inc.",Contract Administration Support III,Bachelors,7,114.59,116.77,118.99
GS-00F-166GA,small business,Consolidated,Both,4/12/17,4/11/22,"874-1,  874-7",PM CONSULTING GROUP LLC,Business Service Analyst,Bachelors,5,114.61,116.78,119
47QRAA19D00B8,small business,Consolidated,Both,8/9/19,8/8/24,"874-1; 874-4; 874-7
874-1RC; 874-4RC; 874-7RC","COPIAL BUSINESS STRATEGISTS, LLC","Project Manager, II",Bachelors,7,114.63,116.92,119.26
GS-10F-0184Y,small business,PES,,2/3/12,2/2/22,"871-1, 871-2, 871-3, 871-4, 871-5, 871-6",Cfd Research Corporation,Engineer 4,Bachelors,6,114.65,117.75,120.93
47QRAA18D00HB,small business,Consolidated,Both,10/1/18,9/30/23,874-1,"DIGITALSPEC, LLC",Business Systems Analyst -  IV,Bachelors,5,114.68,117.09,119.55
GS-00F-110GA,small business,Consolidated,Both,2/15/17,2/14/22,C132 51,"SHABAS SOLUTIONS, LLC",Senior Application Developer,Bachelors,5,114.71,117.12,119.58
47QTCA19D00DA,small business,IT Schedule 70,Both,6/9/19,6/9/24,132-51,"STEMBOARD, LLC",Project Scheduler 3,Bachelors,6,114.71,114.71,114.71
47QRAA19D004B,small business,Consolidated,Both,2/11/19,2/10/24,"871 3, 871 4",MINDMESH INC,Senior Engineer,Masters,5,114.71,114.71,114.71
GS10F0101S,small business,MAS Consolidated,Both,1/3/21,1/2/26,"541611, 611430, 611512","AE Strategies, LLC",Senior Consultant,Bachelors,7,114.71,114.71,114.71
47QRAA19D009W,other than small business,Consolidated,Customer,6/28/19,6/27/24,"520-8, 520-12, 520-13, 874-1, 874-7, 874-501, 874-503, 874-504, 874-505, 899-1, 871-6, 871-4","ENTERPRISE RESOURCE PLANNING INTERNATIONAL, LLC",Program Manager - Intermediate - Top Secret,Bachelors,7,114.72,117.59,120.53
47QRAA19D009W,other than small business,Consolidated,Customer,6/28/19,6/27/24,"899-1, 871-4, 871-6, 874-501, 874-503, 874-504, 874-505","ENTERPRISE RESOURCE PLANNING INTERNATIONAL, LLC",Clinical Outcomes Manager - Intermediate - Top Secret,Bachelors,7,114.72,117.59,120.53
47QRAA19D009W,other than small business,Consolidated,Customer,6/28/19,6/27/24,"520-8, 520-12, 520-13, 874-1, 874-7, 874-501, 874-503, 874-504, 874-505, 899-1, 871-6, 871-4","ENTERPRISE RESOURCE PLANNING INTERNATIONAL, LLC",Project Manager -Intermediate - Top Secret,Bachelors,7,114.72,117.59,120.53
47QRAA20D000S,small business,Consolidated,Both,10/29/19,10/28/24,"871-1, 871-2, 871-3, 871-4, 871-5, 871-6, 874-501, 874-503, 874-504, 874-507, 874-1, 874-4, 874-7",Kentco Corporation (dba - Proteq),Field Service Engineer IV,Bachelors,7,114.74,117.83,121.01
47QTCA20D004W,small business,MAS Consolidated,Both,1/22/20,1/21/25,54151S,Syarose Technology Services Inc,Data Warehouse Analyst - Advanced,Bachelors,5,114.75,117.39,120.09
47QTCA19D00DP,small business,IT Schedule 70,Both,6/18/19,6/17/24,132-51,ENGENIUS CONSULTING GROUP,Business Process Consultant,Bachelors,6,114.79,117.09,119.43
GS-35F-0598S,small business,IT Schedule 70,Both,9/1/16,8/31/21,132-51,"Alamo City Engineering Services, Inc.",Database Administrator,Bachelors,5,114.79,114.79,114.79
GS-00F-0017X,small business,Consolidated,Customer,8/9/11,8/8/21,"871-2, 871-3, 871-4, 874-9, 874-1, 874-4, 874-501","Pinnacle Solutions, Inc. (d.b.a.) Psi",Senior Program Analyst 4,Masters,6,114.8,117.21,
GS-35F-506BA,small business,IT Schedule 70,Customer,9/19/19,9/8/24,132-51,Scientific Systems and Software International Corp,Web Security Analyst,Bachelors,5,114.8,114.8,114.8
GS-35F-714GA,other than small business,IT Schedule 70,Both,2/14/18,2/13/23,132-51,Calibre Systems Inc.,Cloud/Web Developer,Bachelors,5,114.82,114.82,114.82
47QTCA20D004W,small business,MAS Consolidated,Both,1/22/20,1/21/25,54151S,Syarose Technology Services Inc,UNIX Systems Administrator,Bachelors,6,114.84,117.48,120.18
47QRAA18D006N,small business,Consolidated,Contractor,3/27/18,3/26/23,"871 1-4,6","PRKK, L.L.C.",Project Eng III,Bachelors,7,114.85,117.72,120.67
47QRAA18D00C6,small business,Consolidated,Customer,7/12/18,7/11/23,"520-1, 7, 11, 12, 13, 14, 15, 16, 17, 21, 22",CENTENNIAL TECHNOLOGIES INCORPORATION ,Internal Controls and Audit Analyst 2,Bachelors,6,114.85,117.84,120.9
GS-07F-0251Y,small business,AIMS,Both,2/15/12,2/14/22,"541-2, 
541-5","Hillmer, Inc.",Art Manager,Bachelors,5,114.85,114.85,114.85
GS-10F-0469N,small business,Logistics,Customer,6/25/03,6/24/23,"874-501, 874-503, 874-504, 874-505, 874-507","Xotech, LLC",Enterprise Resource Processing Specialist (ERP) III,Bachelors,6,114.86,117.04,119.27
GS-10F-0469N,small business,Logistics,Contractor,6/25/03,6/24/23,"874-501, 874-503, 874-504, 874-505, 874-507","Xotech, LLC",Principal Senior Logistics Management Specialist,Bachelors,5,114.86,117.04,119.27
47QRAA18D0038,small business,Consolidated,Both,1/11/18,1/10/23,"871-1, 871-2, 871-3, 871-4, 871-5, 871-6, 874-1, 874-6, and 874-7",DCS-MILLENNIUM LLC,Operations Analyst 2,Bachelors,5,114.86,114.86,114.86
47QTCA19D00LU,small business,IT Schedule 70,Both,9/24/19,9/23/24,132-51,"Knowledge Vortex, Inc",Quality Assurance Analyst III,Bachelors,5,114.86,114.86,114.86
47QRAA18D00GR,small business,Consolidated,Both,9/26/18,9/25/23,"871-7, 871-208, 871-211, 874-1, 874-6, 874-7, 874-501, 874-507, 899-1, 899-5","Lindahl Reed, LLC",Analyst - Level 4,Bachelors,5,114.86,117.27,119.73
GS-21F-057AA,small business,03FAC,,12/28/12,12/27/22,811 006,"SRA International, Inc.",Energy Analyst,Masters,5,114.87,,
GS-10F-0347T,small business,PES,Customer,8/21/07,8/20/22,"871-1, 871-2, 871-3, 871-4, 871-5, 871-6","Summit Technical Solutions, LLC",Subject Matter Expert I,Bachelors,5,114.87,117.85,120.92
47QRAA18D0002,small business,Consolidated,Both,10/10/17,10/9/22,"871-1, 871-3, 871-4","G2 OPS, INC. ",Subject Matter Expert I,Bachelors,5,114.91,117.21,119.55
47QRAA20D0013,small business,Consolidated,Contractor,11/5/19,11/4/24,871-3,ACCURATE MACHINE & TOOL CORPORATION (D.B.A) AMT,Designer III,Bachelors,6,114.94,117.24,119.59
47QTCA20D004W,small business,MAS Consolidated,Both,1/22/20,1/21/25,54151S,Syarose Technology Services Inc,Data Warehouse Administrator,Bachelors,5,114.96,117.6,120.31
47QRAA19D00BE,small business,Consolidated,Contractor,8/15/19,8/14/24,"871-2, 871-3, 871-4, 871-6",INSIGHT INTERNATIONAL TECHNOLOGY,Engineer II,Bachelors,5,114.96,117.38,119.84
47QRAA18D00AG,small business,Consolidated,Both,6/12/18,6/11/23,"874-1/ RC, 541-3/ RC, 541-4a/ RC, C132-51/ RC","IGNYTE GROUP, INC.",Organizational Change Management,Bachelors,5,114.97,117.27,119.61
47QRAA18D00EN,small business,Consolidated,Both,8/23/18,8/22/23,"541-2, 541-3, 541-4B, 541-4C, 541-4E, 541-4F",CIRCUIT MEDIA LLC,Copy Editor II,Bachelors,5,114.97,117.27,119.62
GS-00F-165GA,small business,Consolidated,Both,4/12/17,4/11/22,871-7,"VETERANS PROFESSIONAL SERVICES, LLC",Construction/Project Manager,Bachelors,7,115,117.18,119.41
GS-23F-037AA,small business,FABS,Both,6/6/13,6/5/23,874-7/RC,"Calloway & Associates, Inc.",Project Manager,Bachelors,7,115.04,117.34,119.69
GS-00F-012GA,small business,Consolidated,Both,10/4/16,10/3/21,"C874-3, C874-4",DARKBLADE SYSTEMS CORPORATION,Systems Engineer  III,Bachelors,5,115.05,117.35,
47QRAA19D002Y,other than small business,Consolidated,Both,1/15/19,1/14/24,874-1 & 874-7,"INTERNATIONAL RESEARCH AND EXCHANGES BOARD, INC.",Jr. Manager,Bachelors,5,115.08,115.08,115.08
47QRAA18D007E,small business,Consolidated,Both,4/5/18,4/4/23,"520-21; 871-1, 871-6; 874-1, 874-6; C132-51","CASSIDY CONSULTING GROUP, LLC",Program Analyst IV,Bachelors,5,115.09,117.39,119.74
47QRAA18D008V,small business,Consolidated,Both,5/4/18,5/3/23,"874 1, 874 6, 874 7","PROSOURCE360 CONSULTING SERVICES, INC",Senior Project Manager,Bachelors,7,115.11,117.41,119.76
GS-00F-195GA,small business,Consolidated,,5/24/17,5/23/22,"871-1 through 871-6, 874-1, 874-6, 874-7, 874-501, 874-503, 874-504, 874-505, 874-507",DIGIFLIGHT INCORPORATED,Engineer/Analyst II,Bachelors,7,115.13,117.43,119.78
47QRAA18D002D,small business,Consolidated,Both,12/20/17,12/19/22,"871-1, 871-2, 871-3, 871-4, 871-5,  871-6","GENERAL INFOMATICS-A SERVICE DISABLED OWNED VETERAN BUSINESS, INC","Project Manager, Technical III",Bachelors,5,115.15,115.15,115.15
47QRAA19D000Q,other than small business,Consolidated,Both,10/31/18,10/30/23,"C899-1, C899-3, C899-7, C899-8",Stantec Consulting Services,Junior Trainer,Bachelors,5,115.17,117.82,120.53
GS-00F-167GA,other than small business,Consolidated,,4/12/17,4/11/22,874-6; 874-7; 874-501,"Patricio Enterprises, Inc.",Senior Analyst II,Bachelors,7,115.22,117.53,119.88
47QRAA19D00B6,other than small business,Consolidated,Contractor,8/8/19,8/7/24,"871-1
871-2
871-3
871-4
520-21
874-1
874-7",ALPHASIX CORPORATION,Help Desk Specialist Level 3,Bachelors,5,115.22,117.53,119.88
GS-10F-0100Y,small business,MOBIS,Customer,1/3/12,1/2/22,"874-1, 874-1RC","Gregg Protection Services, Inc.",Training Specialist I,Bachelors,5,115.22,118.44,
47QTCA19D00FU,small business,IT Schedule 70,Contractor,7/23/19,7/22/24,132-51,"MUSE INTEGRA, LLC",Test & Evaluation Engineer,Bachelors,5,115.23,115.23,115.23
GS00F355CA,other than small business,MAS Consolidated,Both,9/26/20,9/25/25,541611,PEERLESS TECHNOLOGIES CORPORATION,Principal Acquisitions Management I,Bachelors,5,115.24,115.24,115.24
47QTCA21D0035,small business,MAS Consolidated,Both,12/15/20,12/14/25,54151S,TSS-DRT Joint Venture,Computer Security Specialist 3,Masters,7,115.24,117.31,119.43
GS-10F-0306P,small business,Environmental,,5/10/04,5/9/24,899-1 899-3 899-7,"Trinity Engineering Associates, Inc.",QA Manager,Bachelors,5,115.24,117.54,119.9
GS-00F-271DA,small business,Consolidated,Both,9/6/16,9/5/21,874-1; 874-6; C132-51; 382-4,"G S 5, LLC",Subject Matter Expert (SME) III,Bachelors,5,115.26,117.57,
47QRAA19D0094,small business,Consolidated,Both,6/10/19,6/9/24,"871-1, 871-2, 871-3, and 871-4","4m Research, Inc.",Subject Matter Expert,Bachelors,7,115.26,117.91,120.62
47QRAA19D0094,small business,Consolidated,Both,6/10/19,6/9/24,"871-1, 871-2, 871-3, and 871-4","4m Research, Inc.",Systems Analyst,Bachelors,5,115.26,117.91,120.62
GS-00F-110GA,small business,Consolidated,Both,2/15/17,2/14/22,"520 4/RC, 520 9/RC, 520 11/RC, 520 21/RC, 874 1/RC, 874 7/RC","SHABAS SOLUTIONS, LLC",Program Manager,Bachelors,7,115.26,117.68,120.15
GS-00F-313GA,other than small business,Consolidated,Both,8/4/17,8/3/22,"871.1, .2,.3, and .4","VANTAGE SYSTEMS, INC",Systems Engineer,Bachelors,5,115.3,118.76,122.33
47QRAA21D0029,small business,MAS Consolidated,Both,1/29/21,1/28/26,"541820, 541820, 541511, 541430, 541910,  512110","Three Girls Media, Inc",Web Developer,Bachelors,5,115.31,115.31,115.31
GS10F0288W,other than small business,MAS Consolidated,Both,9/2/20,9/1/25,541611,WESTED,WE010B - Senior Program Associate I (Step 2),Masters,7,115.31,117.96,120.68
47QRAA21D0021,other than small business,MAS Consolidated,Both,1/22/21,1/21/26,"541330ENG, 541370GIS, 541380, 541420, 541611, 541620, 541715, 56910REM, 611430, 611512,",CONCURRENT TECHNOLOGIES CORPORATION,Manager,Bachelors,6,115.32,115.32,115.32
47QRAA18D000K,other than small business,Consolidated,Customer,10/18/17,10/17/22,874-1 & 874-7,"Information International Associates, Inc.",Quality Assurance Manager/Quality Assurance Consultant,Masters,5,115.33,118.1,120.93
